ResponseId,Age,Gender,Gender2,Ethnicity,Ethnicity2,Marital,Employment,Income,swipe1_c_m_a,phys_swipe1_c_m_a,person_swipe1_c_m_a,swipe2_c_m_a,phys_swipe2_c_m_a,person_swipe2_c_a,swipe3_c_f_a,phys_swipe3_c_f_a,person_swipe3_c_f_a,swipe4_c_f_a,phys_swipe4_c_f_a,person_swipe4_c_f_a,swipe5_c_f_a,phys_swipe5_c_f_a,person_swipe5_c_f_a,swipe6_c_m_a,phys_swipe6_c_m_a,person_swipe6_c_m_a,swipe7_c_f_a,phys_swipe7_c_f_a,person_swipe7_c_f_a,swipe8_c_m_a,phys_swipe8_c_m_a,person_swipe8_c_m_a,swipe9_c_m_a,phys_swipe9_c_m_a,person_swipe9_c_m_a,swipe10_c_f_a,phys_swipe10_c_f_a,person_swipe10_c_f_a,swipe11_c_m_a,phys_swipe11_c_m_a,person_swipe11_c_m_a,swipe12_c_f_a,phys_swipe12_c_f_a,person_swipe12_c_f_a,swipe13_c_f_a,phys_swipe13_c_f_a,person_swipe13_c_f_a,swipe14_c_m_a,phys_swipe14_c_m_a,person_swipe14_c_m_a,swipe1_t_m_a,phys_swipe1_t_m_a,person_swipe1_t_m_a,swipe2_t_m_a,phys_swipe2_t_m_a,person_swipe2_t_m_a,swipe3_t_f_a,phys_swipe3_t_f_a,person_swipe3_t_f_a,swipe4_t_f_a,phys_swipe4_t_f_a,person_swipe4_t_f_a,swipe5_t_f_a,phys_swipe5_t_f_a,person_swipe5_t_f_a,swipe6_t_m_a,phys_swipe6_t_m_a,person_swipe6_t_m_a,swipe7_t_f_a,phys_swipe7_t_f_a,person_swipe7_t_f_a,swipe8_t_m_a,phys_swipe8_t_m_a,person_swipe8_t_m_a,swipe9_t_m_a,phys_swipe9_t_m_a,person_swipe9_t_m_a,swipe10_t_f_a,phys_swipe10_t_f_a,person_swipe10_t_f_a,swipe11_t_m_a,phys_swipe11_t_m_a,person_swipe11_t_m_a,swipe12_t_f_a,phys_swipe12_t_f_a,person_swipe12_t_f_a,swipe13_t_f_a,phys_swipe13_t_f_a,person_swipe13_t_f_a,swipe14_t_m_a,phys_swipe14_t_m_a,person_swipe14_t_m_a,swipe1_c_f_b,phys_swipe1_c_f_b,person_swipe1_c_f_b,swipe2_c_f_b,phys_swipe2_c_f_b,person_swipe2_c_f_b,swipe3_c_f_b,phys_swipe3_c_f_b,person_swipe3_c_f_b,swipe4_c_m_b,phys_swipe4_c_m_b,person_swipe4_c_m_b,swipe5_c_m_b,phys_swipe5_c_m_b,person_swipe5_c_m_b,swipe6_c_f_b,phys_swipe6_c_f_b,person_swipe6_c_f_b,swipe7_c_m_b,phys_swipe7_c_m_b,person_swipe7_c_m_b,swipe8_c_m_b,phys_swipe8_c_m_b,person_swipe8_c_m_b,swipe9_c_m_b,phys_swipe9_c_m_b,person_swipe9_c_m_b,swipe10_c_f_b,phys_swipe10_c_f_b,person_swipe10_c_f_b,swipe11_c_f_b,phys_swipe11_c_f_b,person_swipe11_c_f_b,swipe12_c_f_b,phys_swipe12_c_f_b,person_swipe12_c_f_b,swipe13_c_m_b,phys_swipe13_c_m_b,person_swipe13_c_m_b,swipe14_c_m_b,phys_swipe14_c_m_b,person_swipe14_c_m_b,swipe1_t_f_b,phys_swipe1_t_f_b,person_swipe1_t_f_b,swipe2_t_f_b,phys_swipe2_t_f_b,person_swipe2_t_f_b,swipe3_t_f_b,phys_swipe3_t_f_b,person_swipe3_t_f_b,swipe4_t_m_b,phys_swipe4_t_m_b,person_swipe4_t_m_b,swipe5_t_m_b,phys_swipe5_t_m_b,person_swipe5_t_m_b,swipe6_t_f_b,phys_swipe6_t_f_b,person_swipe6_t_f_b,swipe7_t_m_b,phys_swipe7_t_m_b,person_swipe7_t_m_b,swipe8_t_m_b,phys_swipe8_t_m_b,person_swipe8_t_m_b,swipe9_t_m_b,phys_swipe9_t_m_b,person_swipe9_t_m_b,swipe10_t_f_b,phys_swipe10_t_f_b,person_swipe10_t_f_b,swipe11_t_f_b,phys_swipe11_t_f_b,person_swipe11_t_f_b,swipe12_t_f_b,phys_swipe12_t_f_b,person_swipe12_t_f_b,swipe13_t_m_b,phys_swipe13_t_m_b,person_swipe13_t_m_b,swipe14_t_m_b,phys_swipe14_t_m_b,person_swipe14_t_m_b,swipe1_c_f_c,phys_swipe1_c_f_c,person_swipe1_c_f_c,swipe2_c_m_c,phys_swipe2_c_m_c,person_swipe2_c_m_c,swipe3_c_f_c,phys_swipe3_c_f_c,person_swipe3_c_f_c,swipe4_c_f_c,phys_swipe4_c_f_c,person_swipe4_c_f_c,swipe5_c_f_c,phys_swipe5_c_f_c,person_swipe5_c_f_c,swipe6_c_m_c,phys_swipe6_c_m_c,person_swipe6_c_m_c,swipe7_c_f_c,phys_swipe7_c_f_c,person_swipe7_c_f_c,swipe8_c_m_c,phys_swipe8_c_m_c,person_swipe8_c_m_c,swipe9_c_m_c,phys_swipe9_c_m_c,person_swipe9_c_m_c,swipe10_c_f_c,phys_swipe10_c_f_c,person_swipe10_c_f_c,swipe11_c_m_c,phys_swipe11_c_m_c,person_swipe11_c_m_c,swipe12_c_m_c,phys_swipe12_c_m_c,person_swipe12_c_m_c,swipe13_c_f_c,phys_swipe13_c_f_c,person_swipe13_c_f_c,swipe14_c_m_c,phys_swipe14_c_m_c,person_swipe14_c_m_c,swipe1_t_f_c,phys_swipe1_t_f_c,person_swipe1_t_f_c,swipe2_t_m_c,phys_swipe2_t_m_c,person_swipe2_t_m_c,swipe3_t_f_c,phys_swipe3_t_f_c,person_swipe3_t_f_c,swipe4_t_f_c,phys_swipe4_t_f_c,person_swipe4_t_f_c,swipe5_t_f_c,phys_swipe5_t_f_c,person_swipe5_t_f_c,swipe6_t_m_c,phys_swipe6_t_m_c,person_swipe6_t_m_c,swipe7_t_f_c,phys_swipe7_t_f_c,person_swipe7_t_f_c,swipe8_t_m_c,phys_swipe8_t_m_c,person_swipe8_t_m_c,swipe9_t_m_c,phys_swipe9_t_m_c,person_swipe9_t_m_c,swipe10_t_f_c,phys_swipe10_t_f_c,person_swipe10_t_f_c,swipe11_t_m_c,phys_swipe11_t_m_c,person_swipe11_t_m_c,swipe12_t_m_c,phys_swipe12_t_m_c,person_swipe12_t_m_c,swipe13_t_f_c,phys_swipe13_t_f_c,person_swipe13_t_f_c,swipe14_t_m_c,phys_swipe14_t_m_c,person_swipe14_t_m_c,swipe1_c_m_d,phys_swipe1_c_m_d,person_swipe1_c_m_d,swipe2_c_m_d,phys_swipe2_c_m_d,person_swipe2_c_m_d,swipe3_c_f_d,phys_swipe3_c_f_d,person_swipe3_c_f_d,swipe4_c_f_d,phys_swipe4_c_f_d,person_swipe4_c_f_d,swipe5_c_f_d,phys_swipe5_c_f_d,person_swipe5_c_f_d,swipe6_c_f_d,phys_swipe6_c_f_d,person_swipe6_c_f_d,swipe7_c_m_d,phys_swipe7_c_m_d,person_swipe7_c_m_d,swipe8_c_m_d,phys_swipe8_c_m_d,person_swipe8_c_m_d,swipe9_c_f_d,phys_swipe9_c_f_d,person_swipe9_c_f_d,swipe10_c_m_d,phys_swipe10_c_m_d,person_swipe10_c_m_d,swipe11_c_f_d,phys_swipe11_c_f_d,person_swipe11_c_f_d,swipe12_c_f_d,phys_swipe12_c_f_d,person_swipe12_c_f_d,swipe13_c_m_d,phys_swipe13_c_m_d,person_swipe13_c_m_d,swipe14_c_m_d,phys_swipe14_c_m_d,person_swipe14_c_m_d,swipe1_t_m_d,phys_swipe1_t_m_d,person_swipe1_t_m_d,swipe2_t_m_d,phys_swipe2_t_m_d,person_swipe2_t_m_d,swipe3_t_f_d,phys_swipe3_t_f_d,person_swipe3_t_f_d,swipe4_t_f_d,phys_swipe4_t_f_d,person_swipe4_t_f_d,swipe5_t_f_d,phys_swipe5_t_f_d,person_swipe5_t_f_d,swipe6_t_f_d,phys_swipe6_t_f_d,person_swipe6_t_f_d,swipe7_t_m_d,phys_swipe7_t_m_d,person_swipe7_t_m_d,swipe8_t_m_d,phys_swipe8_t_m_d,person_swipe8_t_m_d,swipe9_t_f_d,phys_swipe9_t_f_d,person_swipe9_t_f_d,swipe10_t_m_d,phys_swipe10_t_m_d,person_swipe10_t_m_d,swipe11_t_m_d,phys_swipe11_t_f_d,person_swipe11_t_f_d,swipe12_t_f_d,phys_swipe12_t_f_d,person_swipe12_t_f_d,swipe13_t_m_d,phys_swipe13_t_m_d,person_swipe13_t_m_d,swipe14_t_m_d,phys_swipe14_t_m_d,person_swipe14_t_m_d,ideal_phys_fr,ideal_person_fr
R_3QDg9iELliE8DqE,45-54,Man,"",White,"",Married,Employed for wages,"$75,000-$99,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile_tjs,Smile,Fun,6_m_nonsmile_nike,Eyes,Hardworking,7_f_nonsmile_nike,Smile,Fun,11_f_nonsmile_none,Eyes,Kind,2_f_nonsmile_none,Hair,Trustworthy,15_m_nonsmile_tjs,Eyes,Adventurous,9_f_smile_none,Eyes,Kind,12_m_nonsmile_nike,Eyes,Adventurous,14_m_nonsmile_tjs,Body type,Fun,1_f_nonsmile_nike,Eyes,Trustworthy,4_m_nonsmile_tjs,Eyes,Adventurous,11_m_nonsmile_tjs,Smile,Kind,5_f_nonsmile_tjs,Eyes,Kind,17_m_smile_nike,Smile,Fun,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Body Type,Fun
R_vBOGzU9LOGj4Zb3,25-34,Man,"",Asian,"",Single,Employed for wages,"$20,000-$34,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3_m_smile_none,Eyes,Fun,5_m_smile_none,Smile,Adventurous,7_f_smile_none,Smile,Kind,12_f_smile_none,Smile,Fun,10_f_smile_none,Smile,Kind,4_f_smile_none,Smile,Kind,9_m_smile_none,Body Type,Hardworking,15_m_nonsmile_none,Body Type,Hardworking,1_f_smile_none,Smile,Adventurous,11_m_smile_none,Hair,Trustworthy,15_f_smile_none,Smile,Kind,2_f_nonsmile_none,Smile,Kind,1_m_smile_none,Body Type,Hardworking,10_m_nonsmile_none,Hair,Adventurous,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Kind
R_2dhJzj7ehW7ISGD,25-34,Man,"",White,"",Single,Self-employed,"$50,000-$74,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3_m_smile_tjs,Eyes,Hardworking,2_m_nonsmile_tjs,Body Type,Adventurous,5_f_nonsmile_tjs,Hair,Kind,12_f_smile_nike,Smile,Adventurous,8_f_smile_tjs,Smile,Adventurous,4_f_smile_tjs,Body Type,Trustworthy,13_m_nonsmile_tjs,Hair,Hardworking,4_m_smile_tjs,Hair,Trustworthy,14_f_smile_nike,Body Type,Adventurous,12_m_nonsmile_none,Smile,Hardworking,3_f_smile_none,Eyes,Fun,2_f_nonsmile_tjs,Hair,Adventurous,6_m_nonsmile_none,Eyes,Adventurous,10_m_nonsmile_none,Hair,Fun,Smile,Hardworking
R_2fwHV4VQE4R0waZ,35-44,Man,"",Native American/Alaskan Native,"",Married,Employed for wages,"$35,000-$49,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile,Smile,Trustworthy,6_m_nonsmile,Smile,Fun,7_f_nonsmile,Smile,Kind,13_f_smile,Eyes,Kind,2_f_nonsmile,Hair,Trustworthy,15_m_nonsmile,Body type,Hardworking,9_f_smile,Hair,Trustworthy,8_m_smile,Smile,Adventurous,14_m_nonsmile,Hair,Adventurous,1_f_nonsmile,Body type,Trustworthy,4_m_nonsmile,Smile,Kind,11_m_nonsmile,Smile,Kind,5_f_nonsmile,Eyes,Fun,17_m_smile,Smile,Fun,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Hardworking
R_26w83lFs0TO29pf,55-64,Man,"",White,"",Married,Employed for wages,"Over $100,000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13_f_smile_none,Smile,Trustworthy,8_f_nonsmile_none,Body Type,Fun,5_f_smile_none,Eyes,Kind,6_m_smile_none,Smile,Fun,4_m_smile_none,Smile,Trustworthy,10_f_smile_none,Eyes,Fun,7_m_nonsmile_none,Smile,Hardworking,3_m_smile_none,Eyes,Trustworthy,1_m_smile_none,Smile,Adventurous,12_f_smile_none,Eyes,Adventurous,9_f_smile_none,Smile,Fun,6_f_nonsmile_none,Eyes,Kind,16_m_smile_none,Smile,Click to write Choice 5,2_m_smile_none,Body Type,Adventurous,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Eyes,Fun
R_tVXAiiRb7jgdTxv,25-34,Man,"",Asian,"",Single,Employed for wages,"$35,000-$49,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16_m_nonsmile_nike,Smile,Fun,5_m_smile_nike,Eyes,Hardworking,5_f_nonsmile_tjs,Body Type,Fun,12_f_smile_nike,Smile,Kind,10_f_smile_none,Eyes,Kind,4_f_smile_tjs,Smile,Hardworking,13_m_nonsmile_tjs,Hair,Kind,15_m_nonsmile_nike,Body Type,Fun,1_f_smile_none,Smile,Trustworthy,12_m_nonsmile_none,Smile,Fun,15_f_smile_tjs,Smile,Hardworking,2_f_nonsmile_tjs,Smile,Adventurous,1_m_smile_tjs,Smile,Adventurous,7_m_smile_nike,Body Type,Hardworking,Smile,Fun
R_wLiDkwystaIzv9v,25-34,Man,"",Black or African-American,"",Married,Employed for wages,"$75,000-$99,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3_m_smile_none,Body Type,Hardworking,5_m_smile_none,Smile,Kind,7_f_smile_none,Body Type,Adventurous,12_f_smile_none,Eyes,Hardworking,10_f_smile_none,Smile,Trustworthy,4_f_smile_none,Body Type,Fun,9_m_smile_none,Smile,Fun,15_m_nonsmile_none,Eyes,Hardworking,1_f_smile_none,Smile,Kind,11_m_smile_none,Body Type,Hardworking,15_f_smile_none,Eyes,Fun,2_f_nonsmile_none,Eyes,Kind,1_m_smile_none,Eyes,Fun,10_m_nonsmile_none,Smile,Adventurous,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Body Type,Fun
R_25yglx9jyxLfeAZ,25-34,Woman,"",White,"",Married,Homemaker,"Under $20,000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile,Smile,Kind,6_m_nonsmile,Smile,Adventurous,7_f_nonsmile,Smile,Hardworking,13_f_smile,Smile,Trustworthy,2_f_nonsmile,Hair,Hardworking,15_m_nonsmile,Hair,Fun,9_f_smile,Smile,Kind,8_m_smile,Smile,Hardworking,14_m_nonsmile,Body type,Hardworking,1_f_nonsmile,Eyes,Hardworking,4_m_nonsmile,Smile,Kind,11_m_nonsmile,Smile,Hardworking,5_f_nonsmile,Eyes,Kind,17_m_smile,Smile,Fun,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Hardworking
R_21BxaHqaVNaklx3,25-34,Man,"",White,"",Married,Employed for wages,"$35,000-$49,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile,Smile,Kind,6_m_nonsmile,Smile,Adventurous,7_f_nonsmile,Smile,Kind,13_f_smile,Eyes,Adventurous,2_f_nonsmile,Body type,Trustworthy,15_m_nonsmile,Body type,Hardworking,9_f_smile,Smile,Kind,8_m_smile,Smile,Kind,14_m_nonsmile,Hair,Kind,1_f_nonsmile,Hair,Trustworthy,4_m_nonsmile,Smile,Trustworthy,11_m_nonsmile,Smile,Adventurous,5_f_nonsmile,Eyes,Kind,17_m_smile,Smile,Fun,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Trustworthy
R_2fdglO5G41hpR9G,35-44,Man,"",White,"",Single,Employed for wages,"$35,000-$49,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13_f_smile_none,Eyes,Fun,8_f_nonsmile_none,Eyes,Trustworthy,5_f_smile_none,Hair,Kind,6_m_smile_none,Hair,Fun,4_m_smile_none,Hair,Hardworking,10_f_smile_none,Smile,Kind,7_m_nonsmile_none,Eyes,Hardworking,3_m_smile_none,Smile,Kind,1_m_smile_none,Body Type,Trustworthy,12_f_smile_none,Eyes,Trustworthy,9_f_smile_none,Smile,Trustworthy,6_f_nonsmile_none,Eyes,Hardworking,16_m_smile_none,Smile,Fun,2_m_smile_none,Eyes,Kind,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Eyes,Trustworthy
R_1BQpi1DxJ0FtoPG,35-44,Woman,"",White,"",Married,Employed for wages,"$50,000-$74,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11_f_smile_nike,Smile,Fun,8_f_nonsmile_tjs,Eyes,Hardworking,5_f_smile_none,Smile,Kind,18_m_smile_tjs,Smile,Fun,13_m_smile_nike,Eyes,Kind,10_f_smile_tjs,Smile,Fun,9_m_nonsmile_none,Hair,Adventurous,3_m_smile_tjs,Smile,Kind,10_m_nonsmile_nike,Hair,Adventurous,14_f_nonsmile_nike,Smile,Kind,9_f_smile_nike,Smile,Kind,7_f_smile_tjs,Smile,Kind,16_m_smile_nike,Smile,Kind,2_m_nonsmile_none,Hair,Trustworthy,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Kind
R_2aLJuSehCZKIoij,25-34,Woman,"",Asian,"",Single,Employed for wages,"Under $20,000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3_m_smile_none,Body Type,Hardworking,5_m_smile_none,Eyes,Trustworthy,7_f_smile_none,Smile,Kind,12_f_smile_none,Hair,Kind,10_f_smile_none,Hair,Fun,4_f_smile_none,Smile,Fun,9_m_smile_none,Smile,Kind,15_m_nonsmile_none,Body Type,Hardworking,1_f_smile_none,Smile,Kind,11_m_smile_none,Smile,Fun,15_f_smile_none,Smile,Kind,2_f_nonsmile_none,Hair,Kind,1_m_smile_none,Body Type,Kind,10_m_nonsmile_none,Hair,Fun,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Body Type,Trustworthy
R_2QDvnlGleryEODu,25-34,Man,"",White,"",Single,Employed for wages,"$35,000-$49,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile_tjs,Smile,Kind,6_m_nonsmile_nike,Body type,Hardworking,7_f_nonsmile_nike,Body type,Trustworthy,13_f_smile_tjs,Hair,Hardworking,2_f_nonsmile_none,Body type,Hardworking,15_m_nonsmile_tjs,Body type,Hardworking,9_f_smile_none,Smile,Kind,12_m_nonsmile_nike,Body type,Kind,14_m_nonsmile_tjs,Hair,Trustworthy,1_f_nonsmile_nike,Body type,Kind,7_m_smile_nike,Smile,Kind,11_m_nonsmile_tjs,Hair,Hardworking,3_f_nonsmile_nike,Hair,Kind,17_m_smile_nike,Smile,Kind,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Body Type,Hardworking
R_9zCE8nYr2OJnr4R,18-24,Man,"",White,"",Single,Employed for wages,"$50,000-$74,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile_tjs,Smile,Trustworthy,6_m_nonsmile_nike,Smile,Kind,7_f_nonsmile_nike,Hair,Adventurous,13_f_smile_tjs,Body type,Kind,2_f_nonsmile_none,Hair,Kind,15_m_nonsmile_tjs,Smile,Fun,9_f_smile_none,Hair,Fun,12_m_nonsmile_nike,Eyes,Adventurous,14_m_nonsmile_tjs,Hair,Fun,1_f_nonsmile_nike,Smile,Hardworking,4_m_nonsmile_tjs,Hair,Trustworthy,9_m_smile_nike,Hair,Trustworthy,5_f_nonsmile_tjs,Eyes,Fun,17_m_smile_nike,Body type,Fun,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Trustworthy
R_prze8DBpwIBxpw5,55-64,Woman,"",White,"",Domestic Partnership,Employed for wages,"$35,000-$49,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_m_nonsmile_tjs,Hair,Fun,16_m_smile_none,Smile,Kind,8_f_nonsmile_tjs,"",Hardworking,4_f_nonsmile_none,Smile,Fun,5_f_smile_nike,Body Type,Adventurous,17_m_smile_none,Smile,Kind,10_f_smile_tjs,Hair,Trustworthy,2_m_nonsmile_tjs,Eyes,Hardworking,1_m_smile_nike,Smile,Adventurous,6_f_nonesmile_nike,Hair,Trustworthy,6_m_smile_nike,Smile,Kind,1_f_smile_nike,Smile,Kind,14_f_smile_nike,Smile,Trustworthy,12_m_smile_tjs,Hair,Hardworking,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Kind
